timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
709365419,709365062,-0.0020912264,-0.009927607,-0.0005471023
709367875,709367552,0.006423148,-0.009013573,-0.0017927052
709371594,709371261,0.0052110557,0.0021509994,0.0022634936
709375369,709375068,-0.0038713173,0.009056605,0.0032984777
709380436,709380137,-0.010439743,-0.0029643583,-0.0009130195
709382976,709382673,-0.0034826396,-0.009424894,-0.0007333995
709385554,709385220,0.006376358,-0.011525628,-0.0013988971
709391864,709391558,0.0023574156,0.0076221586,-0.0003572265
709393184,709392838,-0.0024392083,0.009780118,0.00046191664
709397034,709396636,-0.0116985105,0.0096946135,-0.0014475124
709400743,709400441,-0.005019182,-0.001677662,0.0009663187
709403287,709402980,0.0053529353,-0.0076537305,0.0026231993
709407085,709406787,0.014723144,-0.008842054,0.0017587438
709410908,709410593,-0.0002147201,-0.0015481422,-0.0019685596
709413432,709413132,-0.00954452,0.004458147,-0.0020607272
709417272,709416939,-0.011371285,0.0035913587,-0.0043799016
709421060,709420745,0.0023925297,-0.0043722214,0.0029788436
709424931,709424565,0.016352754,-0.008492572,0.0029722974
709427437,709427137,0.011482965,-0.0055053667,0.0029739495
709432497,709432191,-0.012456536,0.008338736,-0.0032854767
709435063,709434710,-0.013230445,0.009936938,-0.0040213503
709437784,709437476,-0.008757366,0.005753945,-0.00221718
709441561,709441263,0.008047192,-0.0019908566,0.0072102156
709445315,709444980,0.013143552,-0.0070554707,0.005144373
709449049,709448751,-0.0010564023,-0.0014569833,-0.007319264
709452854,709452523,-0.011868996,0.0039880653,-0.0073805735
709455316,709455006,-0.010176759,0.0041693854,-0.005111029
709459158,709458815,0.0034815078,-0.0017970465,0.00548055
709462920,709462621,0.010751031,-0.0059149186,0.010568001
709466727,709466426,0.0014245777,-0.0054824892,-1.0585491e-06
709469334,709468972,-0.004769266,-0.000103721155,-0.0038211052
709473094,709472779,-0.007987507,0.0033283518,-0.0064979712
709476917,709476584,0.0010258751,0.0029367802,0.0015730591
709503529,709503229,0.003843741,-0.0009989615,0.0037375456
709504799,709504499,0.0036758857,-0.0018815993,-0.0013001452
709508693,709508331,0.0031795304,-0.0017640002,-0.007505365
709512421,709512111,0.00020100125,0.00063341146,-0.0056857103
709514963,709514651,-0.0030574568,0.002141736,-0.00088284427
709519038,709518706,-0.0055566863,0.002307069,0.008721954
709522759,709522460,0.002318792,-8.3569255e-05,0.005166085
709526514,709526207,0.007547742,-0.0032747649,-0.0065665855
709529037,709528710,0.0049516447,-0.0033977337,-0.0060261465
709534068,709533759,-0.0050340095,0.0023386409,-0.00010877496
709536624,709536278,-0.008920965,0.00035270504,0.0060471864
709546713,709546375,0.009967655,-0.002334033,-0.0046055145
709550483,709550182,0.0027029356,-0.001517006,-0.00479713
709554347,709553998,-0.0127786305,-0.0006212075,0.0013045142
709556856,709556526,-0.012304978,-0.0009900472,0.006371936
709560653,709560340,0.00045390378,0.0010488192,0.0043132496
709564445,709564140,0.012232551,0.0016332408,-0.0042796484
709568327,709567954,0.0067506754,0.0017251852,-0.0045447205
709570781,709570483,-0.0041797757,-0.00059427565,-0.002551494
709574597,709574292,-0.012450532,-0.0045439326,0.00058255787
709578406,709578106,-0.0019064749,-0.0018686149,0.0046287715
709583481,709583177,0.013240743,0.0041898536,-0.003984844
709586012,709585711,0.008543073,0.0017719049,-0.0031800368
709588590,709588252,-0.00034834343,-0.0022893213,-0.0025753097
709606549,709606227,0.001458469,0.005179189,-0.003102536
709610227,709609930,-0.01004338,-0.005746951,-0.0039711166
709615234,709614935,-0.0024598967,-0.0037690513,0.001406648
709616535,709616218,0.0012186609,-0.00086052116,0.0010618956
709620286,709619978,0.009453436,0.0070470897,0.0005273883
709624089,709623785,0.002887404,0.006617713,0.0004928497
709627929,709627590,-0.0077637606,-0.0040408545,-0.0011895036
709630485,709630134,-0.00771773,-0.010210659,-0.0027352474
709635505,709635202,0.004426866,-0.0064755986,0.004228549
709638076,709637745,0.008211222,0.00090012525,0.004024329
709641872,709641562,0.00027785014,0.007048118,-0.0013397927
709644386,709644085,-0.0047873612,0.0059757163,-0.0018049966
709648223,709647893,-0.0062186616,-0.004629543,-0.0037067607
709651996,709651698,0.0008778235,-0.0075690644,-0.0026109267
709672322,709672002,0.00798374,-0.008459923,0.00078994787
709676125,709675819,0.006527459,-9.853347e-05,0.0025612216
709679919,709679618,-0.007729453,0.004745731,-0.0015409335
709685208,709684909,-0.0073571135,0.0015115,-0.0010742471
709686482,709686162,-0.004075568,-0.00060159445,-0.002209199
709690208,709689908,0.009360404,-0.0073554297,0.0010530299
709697806,709697456,-0.00357393,0.0025714433,-0.0011139406
709698997,709698673,-0.0072999205,0.005126903,-0.0043744864
709701515,709701210,-0.012098705,0.006948891,-0.0049378686
709705318,709704997,-0.0036026223,0.0035068307,-0.00078414934
709707859,709707535,0.0034963058,-0.0006921324,0.001337168
709711647,709711343,0.00863343,-0.007908491,0.00619861
709716735,709716431,-0.0039916513,-0.0045720628,-0.0020704628
709725606,709725307,0.0036814404,0.0050771707,0.001719187
709729503,709729125,0.004129609,-0.0021592556,0.006634786
709732020,709731653,0.0027352187,-0.0065746917,0.00591197
709735754,709735452,-0.0031389936,-0.002647698,-0.0036600432
709740827,709740528,-0.0034240899,0.005008152,-0.004195018
709743363,709743065,-0.0012203816,0.0065614455,0.0007200143
709745915,709745609,0.0020870015,0.0011960471,0.0049941125
709750979,709750680,0.0027853288,-0.009134313,0.0060291556
709753579,709753225,0.0017812941,-0.008818196,-0.0008957019
